ref_area,indicator,source,time,obs_value
BLZ,SDG_A821_NOC_RT,XA:2145,2011,-2.31
BLZ,SDG_A821_NOC_RT,XA:2145,2010,-0.71
BLZ,SDG_A821_NOC_RT,XA:2145,2009,-3.53
BLZ,SDG_A821_NOC_RT,XA:2145,2008,-1.63
BLZ,SDG_A821_NOC_RT,XA:2145,2007,-3.75
BLZ,SDG_A821_NOC_RT,XA:2145,2006,-1.26
BLZ,SDG_A821_NOC_RT,XA:2145,2005,-1.5
BLZ,SDG_A821_NOC_RT,XA:2145,2004,0.85
BLZ,SDG_A821_NOC_RT,XA:2145,2003,5.13
BLZ,SDG_A821_NOC_RT,XA:2145,2002,1.81
BLZ,SDG_A821_NOC_RT,XA:2145,2001,-1.55
BLZ,SDG_A821_NOC_RT,XA:2145,2000,5.42
BOL,SDG_A821_NOC_RT,XA:1907,2022,-0.42
BOL,SDG_A821_NOC_RT,XA:1907,2021,3.71
BOL,SDG_A821_NOC_RT,XA:1907,2020,-4.9
BOL,SDG_A821_NOC_RT,XA:1907,2019,2
BOL,SDG_A821_NOC_RT,XA:1907,2018,-2.47
BOL,SDG_A821_NOC_RT,XA:1907,2017,0.37
BOL,SDG_A821_NOC_RT,XA:1907,2016,2.12
BOL,SDG_A821_NOC_RT,XA:1907,2015,10.46
BOL,SDG_A821_NOC_RT,XA:1907,2014,-0.2
BOL,SDG_A821_NOC_RT,XA:1907,2013,3.89
BOL,SDG_A821_NOC_RT,XA:1907,2012,7.68
BOL,SDG_A821_NOC_RT,XA:1907,2011,2.61
BOL,SDG_A821_NOC_RT,XA:1907,2010,1.54
BOL,SDG_A821_NOC_RT,XA:1907,2009,0.97
BOL,SDG_A821_NOC_RT,XA:1907,2008,2.53
BOL,SDG_A821_NOC_RT,XA:1907,2007,4.65
BOL,SDG_A821_NOC_RT,XA:1907,2006,-1.48
BOL,SDG_A821_NOC_RT,XA:1907,2005,2.27
BOL,SDG_A821_NOC_RT,XA:1907,2004,1.97
BOL,SDG_A821_NOC_RT,XA:1907,2003,0.65
BOL,SDG_A821_NOC_RT,XA:1907,2002,0.44
BOL,SDG_A821_NOC_RT,XA:1907,2001,-0.24
BOL,SDG_A821_NOC_RT,XA:1907,2000,0.92
BRA,SDG_A821_NOC_RT,XA:2002,2022,-4.29
BRA,SDG_A821_NOC_RT,XA:2002,2021,-0.82
BRA,SDG_A821_NOC_RT,XA:2002,2020,4.83
BRA,SDG_A821_NOC_RT,XA:2002,2019,-1.11
BRA,SDG_A821_NOC_RT,XA:2002,2018,-0.07
BRA,SDG_A821_NOC_RT,XA:2002,2017,0.93
BRA,SDG_A821_NOC_RT,XA:2002,2016,-0.75
BRA,SDG_A821_NOC_RT,XA:2002,2015,-3.27
BRA,SDG_A821_NOC_RT,XA:2002,2014,-0.93
BRA,SDG_A821_NOC_RT,XA:2002,2013,1.4
BRA,SDG_A821_NOC_RT,XA:2002,2012,-0.78
BRA,SDG_A821_NOC_RT,XA:2002,2011,3.92
BRA,SDG_A821_NOC_RT,XA:2002,2010,6.28
BRA,SDG_A821_NOC_RT,XA:2002,2009,-0.73
BRA,SDG_A821_NOC_RT,XA:2002,2008,2.6
BRA,SDG_A821_NOC_RT,XA:2002,2007,4.45
BRA,SDG_A821_NOC_RT,XA:2002,2006,1.7
BRA,SDG_A821_NOC_RT,XA:2002,2005,0.85
BRA,SDG_A821_NOC_RT,XA:2002,2004,1.7
BRA,SDG_A821_NOC_RT,XA:2002,2003,-0.01
BRA,SDG_A821_NOC_RT,XA:2002,2002,-0.38
BRA,SDG_A821_NOC_RT,XA:2002,2001,-1.1
BRA,SDG_A821_NOC_RT,XA:2002,2000,0.94
BRB,SDG_A821_NOC_RT,XA:2193,2022,7.83
BRB,SDG_A821_NOC_RT,XA:2193,2021,-0.67
BRB,SDG_A821_NOC_RT,XA:2193,2020,-9.84
BRB,SDG_A821_NOC_RT,XA:2193,2019,1.02
BRB,SDG_A821_NOC_RT,XA:2193,2018,-0.63
BRB,SDG_A821_NOC_RT,XA:2193,2017,1.95
BRB,SDG_A821_NOC_RT,XA:2193,2016,-2.09
BRB,SDG_A821_NOC_RT,XA:2193,2015,-0.93
BRB,SDG_A821_NOC_RT,XA:2193,2014,4.42
BRB,SDG_A821_NOC_RT,XA:2193,2013,-2.81
BRB,SDG_A821_NOC_RT,XA:2193,2012,1.59
BRB,SDG_A821_NOC_RT,XA:2193,2011,-0.62
BRB,SDG_A821_NOC_RT,XA:2193,2010,-2.07
BRB,SDG_A821_NOC_RT,XA:2193,2009,-3.45
BRB,SDG_A821_NOC_RT,XA:2193,2008,1.12
BRB,SDG_A821_NOC_RT,XA:2193,2007,0.06
BRB,SDG_A821_NOC_RT,XA:2193,2006,7.58
BRB,SDG_A821_NOC_RT,XA:2193,2005,2.87
BRB,SDG_A821_NOC_RT,XA:2193,2004,-1.43
BRB,SDG_A821_NOC_RT,XA:2193,2003,1.21
BRB,SDG_A821_NOC_RT,XA:2193,2002,2.21
BRB,SDG_A821_NOC_RT,XA:2193,2001,-3.57
BRB,SDG_A821_NOC_RT,XA:2193,2000,1.27
BRN,SDG_A821_NOC_RT,XA:2014,2022,-0.46
BRN,SDG_A821_NOC_RT,XA:2014,2021,-3.06
BRN,SDG_A821_NOC_RT,XA:2014,2020,1.4
BRN,SDG_A821_NOC_RT,XA:2014,2019,2.14
BRN,SDG_A821_NOC_RT,XA:2014,2018,-5.93
BRN,SDG_A821_NOC_RT,XA:2014,2017,1.88
BRN,SDG_A821_NOC_RT,XA:2014,2016,-2.22
BRN,SDG_A821_NOC_RT,XA:2014,2015,-0.12
BRN,SDG_A821_NOC_RT,XA:2014,2014,-3.06
BRN,SDG_A821_NOC_RT,XA:2014,2013,-2.8
BRN,SDG_A821_NOC_RT,XA:2014,2012,0.12
BRN,SDG_A821_NOC_RT,XA:2014,2011,2.09
BRN,SDG_A821_NOC_RT,XA:2014,2010,0.8
BRN,SDG_A821_NOC_RT,XA:2014,2009,-3.65
BRN,SDG_A821_NOC_RT,XA:2014,2008,-3.97
BRN,SDG_A821_NOC_RT,XA:2014,2007,-2.08
BRN,SDG_A821_NOC_RT,XA:2014,2006,2.08
BRN,SDG_A821_NOC_RT,XA:2014,2005,-2.07
BRN,SDG_A821_NOC_RT,XA:2014,2004,-2.14
BRN,SDG_A821_NOC_RT,XA:2014,2003,0.09
BRN,SDG_A821_NOC_RT,XA:2014,2002,0.97
BRN,SDG_A821_NOC_RT,XA:2014,2001,-0.78
BRN,SDG_A821_NOC_RT,XA:2014,2000,-0.71
BTN,SDG_A821_NOC_RT,XA:1872,2022,0.87
BTN,SDG_A821_NOC_RT,XA:1872,2021,-6.44
BTN,SDG_A821_NOC_RT,XA:1872,2020,2.33
BTN,SDG_A821_NOC_RT,XA:1872,2019,3.24
BTN,SDG_A821_NOC_RT,XA:1872,2018,1.5
BTN,SDG_A821_NOC_RT,XA:1872,2017,3.11
BTN,SDG_A821_NOC_RT,XA:1872,2016,6.67
BTN,SDG_A821_NOC_RT,XA:1872,2015,3.82
BTN,SDG_A821_NOC_RT,XA:1872,2014,8.22
BTN,SDG_A821_NOC_RT,XA:1872,2013,-0.18
BTN,SDG_A821_NOC_RT,XA:1872,2012,6.72
BTN,SDG_A821_NOC_RT,XA:1872,2011,6.96
BTN,SDG_A821_NOC_RT,XA:1872,2010,11.42
BTN,SDG_A821_NOC_RT,XA:1872,2009,4.8
BTN,SDG_A821_NOC_RT,XA:1872,2008,2.63
BTN,SDG_A821_NOC_RT,XA:1872,2007,16.47
BTN,SDG_A821_NOC_RT,XA:1872,2006,4.32
BTN,SDG_A821_NOC_RT,XA:1872,2005,4.13
BTN,SDG_A821_NOC_RT,XA:1872,2004,2.44
BTN,SDG_A821_NOC_RT,XA:1872,2003,3.42
BTN,SDG_A821_NOC_RT,XA:1872,2002,6.56
BTN,SDG_A821_NOC_RT,XA:1872,2001,4.43
BTN,SDG_A821_NOC_RT,XA:1872,2000,-0.39
BWA,SDG_A821_NOC_RT,XA:2030,2022,0.31
BWA,SDG_A821_NOC_RT,XA:2030,2021,6.58
BWA,SDG_A821_NOC_RT,XA:2030,2020,-7.92
BWA,SDG_A821_NOC_RT,XA:2030,2019,0.53
BWA,SDG_A821_NOC_RT,XA:2030,2018,1.01
BWA,SDG_A821_NOC_RT,XA:2030,2017,1.04
BWA,SDG_A821_NOC_RT,XA:2030,2016,3.72
BWA,SDG_A821_NOC_RT,XA:2030,2015,-8.09
BWA,SDG_A821_NOC_RT,XA:2030,2014,1.55
BWA,SDG_A821_NOC_RT,XA:2030,2013,8.3
BWA,SDG_A821_NOC_RT,XA:2030,2012,1.73
BWA,SDG_A821_NOC_RT,XA:2030,2011,3.1
BWA,SDG_A821_NOC_RT,XA:2030,2010,13.71
BWA,SDG_A821_NOC_RT,XA:2030,2009,-11.99
BWA,SDG_A821_NOC_RT,XA:2030,2008,0.99
BWA,SDG_A821_NOC_RT,XA:2030,2007,2.88
BWA,SDG_A821_NOC_RT,XA:2030,2006,2.7
BWA,SDG_A821_NOC_RT,XA:2030,2005,-0.96
BWA,SDG_A821_NOC_RT,XA:2030,2004,-2.75
BWA,SDG_A821_NOC_RT,XA:2030,2003,5.08
BWA,SDG_A821_NOC_RT,XA:2030,2002,6.06
BWA,SDG_A821_NOC_RT,XA:2030,2001,0.07
BWA,SDG_A821_NOC_RT,XA:2030,2000,-3.57
CAF,SDG_A821_NOC_RT,XA:1849,2022,-1.46
CAF,SDG_A821_NOC_RT,XA:1849,2021,-1.64
CAF,SDG_A821_NOC_RT,XA:1849,2020,-0.39
CAF,SDG_A821_NOC_RT,XA:1849,2019,0.76
CAF,SDG_A821_NOC_RT,XA:1849,2018,1.75
CAF,SDG_A821_NOC_RT,XA:1849,2017,2.62
CAF,SDG_A821_NOC_RT,XA:1849,2016,2.94
CAF,SDG_A821_NOC_RT,XA:1849,2015,5.01
CAF,SDG_A821_NOC_RT,XA:1849,2014,1.73
CAF,SDG_A821_NOC_RT,XA:1849,2013,-36.1
CAF,SDG_A821_NOC_RT,XA:1849,2012,5.08
CAF,SDG_A821_NOC_RT,XA:1849,2011,3
CAF,SDG_A821_NOC_RT,XA:1849,2010,2.99
CAF,SDG_A821_NOC_RT,XA:1849,2009,6.47
CAF,SDG_A821_NOC_RT,XA:1849,2008,0.01
CAF,SDG_A821_NOC_RT,XA:1849,2007,2.83
CAF,SDG_A821_NOC_RT,XA:1849,2006,2.71
CAF,SDG_A821_NOC_RT,XA:1849,2005,-1.37
CAF,SDG_A821_NOC_RT,XA:1849,2004,3.69
CAF,SDG_A821_NOC_RT,XA:1849,2003,-7.76
CAF,SDG_A821_NOC_RT,XA:1849,2002,1.19
CAF,SDG_A821_NOC_RT,XA:1849,2001,1.99
CAF,SDG_A821_NOC_RT,XA:1849,2000,-5.4
CAN,SDG_A821_NOC_RT,XA:1935,2022,0.06
CAN,SDG_A821_NOC_RT,XA:1935,2021,-0.23
CAN,SDG_A821_NOC_RT,XA:1935,2020,0.23
CAN,SDG_A821_NOC_RT,XA:1935,2019,-0.21
CAN,SDG_A821_NOC_RT,XA:1935,2018,1.33
CAN,SDG_A821_NOC_RT,XA:1935,2017,0.94
CAN,SDG_A821_NOC_RT,XA:1935,2016,0.22
CAN,SDG_A821_NOC_RT,XA:1935,2015,-0.04
CAN,SDG_A821_NOC_RT,XA:1935,2014,2.39
CAN,SDG_A821_NOC_RT,XA:1935,2013,1
CAN,SDG_A821_NOC_RT,XA:1935,2012,0.65
CAN,SDG_A821_NOC_RT,XA:1935,2011,1.59
CAN,SDG_A821_NOC_RT,XA:1935,2010,1.72
CAN,SDG_A821_NOC_RT,XA:1935,2009,-1.24
CAN,SDG_A821_NOC_RT,XA:1935,2008,-0.4
CAN,SDG_A821_NOC_RT,XA:1935,2007,4.5
CAN,SDG_A821_NOC_RT,XA:1935,2006,2.47
CAN,SDG_A821_NOC_RT,XA:1935,2005,3.65
CAN,SDG_A821_NOC_RT,XA:1935,2004,2.27
CAN,SDG_A821_NOC_RT,XA:1935,2003,1.32
CAN,SDG_A821_NOC_RT,XA:1935,2002,1.04
CAN,SDG_A821_NOC_RT,XA:1935,2001,0.18
CAN,SDG_A821_NOC_RT,XA:1935,2000,2.37
CHA,SDG_A821_NOC_RT,XA:2232,2022,1.55
CHA,SDG_A821_NOC_RT,XA:2232,2021,5.4
CHA,SDG_A821_NOC_RT,XA:2232,2020,-7.87
CHA,SDG_A821_NOC_RT,XA:2232,2019,0.61
CHA,SDG_A821_NOC_RT,XA:2232,2018,0.1
CHA,SDG_A821_NOC_RT,XA:2232,2017,0.57
CHA,SDG_A821_NOC_RT,XA:2232,2016,0.95
CHA,SDG_A821_NOC_RT,XA:2232,2015,1.34
CHA,SDG_A821_NOC_RT,XA:2232,2014,2.15
CHA,SDG_A821_NOC_RT,XA:2232,2013,2.03
CHA,SDG_A821_NOC_RT,XA:2232,2012,1.72
CHA,SDG_A821_NOC_RT,XA:2232,2011,1.83
CHA,SDG_A821_NOC_RT,XA:2232,2010,1.52
CHA,SDG_A821_NOC_RT,XA:2232,2009,-4.65
CHA,SDG_A821_NOC_RT,XA:2232,2008,-1.97
CHA,SDG_A821_NOC_RT,XA:2232,2007,5.21
CHA,SDG_A821_NOC_RT,XA:2232,2006,4.58
CHA,SDG_A821_NOC_RT,XA:2232,2005,1.11
CHA,SDG_A821_NOC_RT,XA:2232,2004,0.18
CHA,SDG_A821_NOC_RT,XA:2232,2003,-3.81
CHA,SDG_A821_NOC_RT,XA:2232,2002,-2.97
CHA,SDG_A821_NOC_RT,XA:2232,2001,-3.68
CHA,SDG_A821_NOC_RT,XA:2232,2000,4.31
CHE,SDG_A821_NOC_RT,XA:2054,2022,0.56
CHE,SDG_A821_NOC_RT,XA:2054,2021,4.67
CHE,SDG_A821_NOC_RT,XA:2054,2020,-2.25
CHE,SDG_A821_NOC_RT,XA:2054,2019,0.57
CHE,SDG_A821_NOC_RT,XA:2054,2018,2.07
CHE,SDG_A821_NOC_RT,XA:2054,2017,0.75
CHE,SDG_A821_NOC_RT,XA:2054,2016,0.46
CHE,SDG_A821_NOC_RT,XA:2054,2015,0.09
CHE,SDG_A821_NOC_RT,XA:2054,2014,0.7
CHE,SDG_A821_NOC_RT,XA:2054,2013,0.83
CHE,SDG_A821_NOC_RT,XA:2054,2012,0.02
CHE,SDG_A821_NOC_RT,XA:2054,2011,-0.43
CHE,SDG_A821_NOC_RT,XA:2054,2010,4.65
CHE,SDG_A821_NOC_RT,XA:2054,2009,-2.79
CHE,SDG_A821_NOC_RT,XA:2054,2008,0.05
CHE,SDG_A821_NOC_RT,XA:2054,2007,1.98
CHE,SDG_A821_NOC_RT,XA:2054,2006,1.99
CHE,SDG_A821_NOC_RT,XA:2054,2005,2.52
CHE,SDG_A821_NOC_RT,XA:2054,2004,2.92
CHE,SDG_A821_NOC_RT,XA:2054,2003,0.04
CHE,SDG_A821_NOC_RT,XA:2054,2002,-0.55
CHE,SDG_A821_NOC_RT,XA:2054,2001,-0.13
CHE,SDG_A821_NOC_RT,XA:2054,2000,3.55
CHL,SDG_A821_NOC_RT,XA:1943,2022,-3.59
CHL,SDG_A821_NOC_RT,XA:1943,2021,4.9
CHL,SDG_A821_NOC_RT,XA:1943,2020,3.84
CHL,SDG_A821_NOC_RT,XA:1943,2019,-0.86
CHL,SDG_A821_NOC_RT,XA:1943,2018,2.13
CHL,SDG_A821_NOC_RT,XA:1943,2017,-0.82
CHL,SDG_A821_NOC_RT,XA:1943,2016,0.9
CHL,SDG_A821_NOC_RT,XA:1943,2015,0.82
CHL,SDG_A821_NOC_RT,XA:1943,2014,0.54
CHL,SDG_A821_NOC_RT,XA:1943,2013,1.4
CHL,SDG_A821_NOC_RT,XA:1943,2012,4.39
CHL,SDG_A821_NOC_RT,XA:1943,2011,1.16
CHL,SDG_A821_NOC_RT,XA:1943,2010,0.35
CHL,SDG_A821_NOC_RT,XA:1943,2009,-0.15
CHL,SDG_A821_NOC_RT,XA:1943,2008,0.94
CHL,SDG_A821_NOC_RT,XA:1943,2007,1.87
CHL,SDG_A821_NOC_RT,XA:1943,2006,1.73
CHL,SDG_A821_NOC_RT,XA:1943,2005,2.39
CHL,SDG_A821_NOC_RT,XA:1943,2004,4.54
CHL,SDG_A821_NOC_RT,XA:1943,2003,1.44
CHL,SDG_A821_NOC_RT,XA:1943,2002,2.05
CHL,SDG_A821_NOC_RT,XA:1943,2001,2.87
CHL,SDG_A821_NOC_RT,XA:1943,2000,3.7
CHN,SDG_A821_NOC_RT,XA:2070,2022,3.36
CHN,SDG_A821_NOC_RT,XA:2070,2021,3.61
CHN,SDG_A821_NOC_RT,XA:2070,2020,6.01
CHN,SDG_A821_NOC_RT,XA:2070,2019,6.38
CHN,SDG_A821_NOC_RT,XA:2070,2018,6.89
CHN,SDG_A821_NOC_RT,XA:2070,2017,7.11
CHN,SDG_A821_NOC_RT,XA:2070,2016,6.76
CHN,SDG_A821_NOC_RT,XA:2070,2015,6.94
CHN,SDG_A821_NOC_RT,XA:2070,2014,7.29
CHN,SDG_A821_NOC_RT,XA:2070,2013,7.74
CHN,SDG_A821_NOC_RT,XA:2070,2012,7.79
CHN,SDG_A821_NOC_RT,XA:2070,2011,8.85
CHN,SDG_A821_NOC_RT,XA:2070,2010,10.42
CHN,SDG_A821_NOC_RT,XA:2070,2009,9.47
CHN,SDG_A821_NOC_RT,XA:2070,2008,9.73
CHN,SDG_A821_NOC_RT,XA:2070,2007,13.74
CHN,SDG_A821_NOC_RT,XA:2070,2006,11.82
CHN,SDG_A821_NOC_RT,XA:2070,2005,10.36
CHN,SDG_A821_NOC_RT,XA:2070,2004,8.98
CHN,SDG_A821_NOC_RT,XA:2070,2003,9.31
CHN,SDG_A821_NOC_RT,XA:2070,2002,8.46
CHN,SDG_A821_NOC_RT,XA:2070,2001,7.91
CHN,SDG_A821_NOC_RT,XA:2070,2000,7.18
CIV,SDG_A821_NOC_RT,XA:1950,2022,1.09
CIV,SDG_A821_NOC_RT,XA:1950,2021,2.91
CIV,SDG_A821_NOC_RT,XA:1950,2020,0.08
CIV,SDG_A821_NOC_RT,XA:1950,2019,2.57
CIV,SDG_A821_NOC_RT,XA:1950,2018,3.21
CIV,SDG_A821_NOC_RT,XA:1950,2017,5.62
CIV,SDG_A821_NOC_RT,XA:1950,2016,3.13
CIV,SDG_A821_NOC_RT,XA:1950,2015,3.17
CIV,SDG_A821_NOC_RT,XA:1950,2014,5.77
CIV,SDG_A821_NOC_RT,XA:1950,2013,5.18
CIV,SDG_A821_NOC_RT,XA:1950,2012,5.65
CIV,SDG_A821_NOC_RT,XA:1950,2011,-6.96
CIV,SDG_A821_NOC_RT,XA:1950,2010,4.32
CIV,SDG_A821_NOC_RT,XA:1950,2009,1.25
CIV,SDG_A821_NOC_RT,XA:1950,2008,2.31
CIV,SDG_A821_NOC_RT,XA:1950,2007,-1.21
CIV,SDG_A821_NOC_RT,XA:1950,2006,0.42
CIV,SDG_A821_NOC_RT,XA:1950,2005,-1.29
CIV,SDG_A821_NOC_RT,XA:1950,2004,0.77
CIV,SDG_A821_NOC_RT,XA:1950,2003,-6.71
CIV,SDG_A821_NOC_RT,XA:1950,2002,-4.47
CIV,SDG_A821_NOC_RT,XA:1950,2001,-3.75
CIV,SDG_A821_NOC_RT,XA:1950,2000,-2.16
CMR,SDG_A821_NOC_RT,XA:2085,2022,-0.01
CMR,SDG_A821_NOC_RT,XA:2085,2021,0.64
CMR,SDG_A821_NOC_RT,XA:2085,2020,-1.2
CMR,SDG_A821_NOC_RT,XA:2085,2019,0.47
CMR,SDG_A821_NOC_RT,XA:2085,2018,1.04
CMR,SDG_A821_NOC_RT,XA:2085,2017,0.61
CMR,SDG_A821_NOC_RT,XA:2085,2016,1.32
CMR,SDG_A821_NOC_RT,XA:2085,2015,2.1
CMR,SDG_A821_NOC_RT,XA:2085,2014,3.61
CMR,SDG_A821_NOC_RT,XA:2085,2013,3.26
CMR,SDG_A821_NOC_RT,XA:2085,2012,2.86
CMR,SDG_A821_NOC_RT,XA:2085,2011,1.57
CMR,SDG_A821_NOC_RT,XA:2085,2010,2.8
CMR,SDG_A821_NOC_RT,XA:2085,2009,2.24
CMR,SDG_A821_NOC_RT,XA:2085,2008,2.29
CMR,SDG_A821_NOC_RT,XA:2085,2007,0.6
CMR,SDG_A821_NOC_RT,XA:2085,2006,0.13
CMR,SDG_A821_NOC_RT,XA:2085,2005,-1.44
CMR,SDG_A821_NOC_RT,XA:2085,2004,3.04
CMR,SDG_A821_NOC_RT,XA:2085,2003,1.45
CMR,SDG_A821_NOC_RT,XA:2085,2002,0.52
CMR,SDG_A821_NOC_RT,XA:2085,2001,1.14
CMR,SDG_A821_NOC_RT,XA:2085,2000,0.76
COD,SDG_A821_NOC_RT,XA:2093,2022,1.96
COD,SDG_A821_NOC_RT,XA:2093,2021,2.12
COD,SDG_A821_NOC_RT,XA:2093,2020,0.28
COD,SDG_A821_NOC_RT,XA:2093,2019,1.35
COD,SDG_A821_NOC_RT,XA:2093,2018,2.57
COD,SDG_A821_NOC_RT,XA:2093,2017,0.25
COD,SDG_A821_NOC_RT,XA:2093,2016,-1.05
COD,SDG_A821_NOC_RT,XA:2093,2015,3.47
COD,SDG_A821_NOC_RT,XA:2093,2014,5.82
COD,SDG_A821_NOC_RT,XA:2093,2013,4.88
COD,SDG_A821_NOC_RT,XA:2093,2012,5.35
COD,SDG_A821_NOC_RT,XA:2093,2011,4.97
COD,SDG_A821_NOC_RT,XA:2093,2010,5.34
COD,SDG_A821_NOC_RT,XA:2093,2009,1.33
COD,SDG_A821_NOC_RT,XA:2093,2008,4.53
COD,SDG_A821_NOC_RT,XA:2093,2007,4.43
COD,SDG_A821_NOC_RT,XA:2093,2006,3.48
COD,SDG_A821_NOC_RT,XA:2093,2005,2.83
COD,SDG_A821_NOC_RT,XA:2093,2004,3.61
COD,SDG_A821_NOC_RT,XA:2093,2003,2.52
COD,SDG_A821_NOC_RT,XA:2093,2002,-0.24
COD,SDG_A821_NOC_RT,XA:2093,2001,-5.07
COD,SDG_A821_NOC_RT,XA:2093,2000,-9.44
COG,SDG_A821_NOC_RT,XA:2101,2022,0.28
COG,SDG_A821_NOC_RT,XA:2101,2021,-3.74
COG,SDG_A821_NOC_RT,XA:2101,2020,-7.51
COG,SDG_A821_NOC_RT,XA:2101,2019,-2.6
COG,SDG_A821_NOC_RT,XA:2101,2018,-7.03
COG,SDG_A821_NOC_RT,XA:2101,2017,-6.66
COG,SDG_A821_NOC_RT,XA:2101,2016,-12.52
COG,SDG_A821_NOC_RT,XA:2101,2015,-5.23
COG,SDG_A821_NOC_RT,XA:2101,2014,4.6
COG,SDG_A821_NOC_RT,XA:2101,2013,-2.25
COG,SDG_A821_NOC_RT,XA:2101,2012,7.33
COG,SDG_A821_NOC_RT,XA:2101,2011,-0.58
COG,SDG_A821_NOC_RT,XA:2101,2010,5.42
COG,SDG_A821_NOC_RT,XA:2101,2009,6.98
COG,SDG_A821_NOC_RT,XA:2101,2008,2.67
COG,SDG_A821_NOC_RT,XA:2101,2007,-9.96
COG,SDG_A821_NOC_RT,XA:2101,2006,3.59
COG,SDG_A821_NOC_RT,XA:2101,2005,3.28
COG,SDG_A821_NOC_RT,XA:2101,2004,-0.6
COG,SDG_A821_NOC_RT,XA:2101,2003,-2.16
COG,SDG_A821_NOC_RT,XA:2101,2002,2.06
COG,SDG_A821_NOC_RT,XA:2101,2001,-0.95
COG,SDG_A821_NOC_RT,XA:2101,2000,2.22
COL,SDG_A821_NOC_RT,XA:2109,2022,4.35
COL,SDG_A821_NOC_RT,XA:2109,2021,4.8
COL,SDG_A821_NOC_RT,XA:2109,2020,3.93
COL,SDG_A821_NOC_RT,XA:2109,2019,2.99
COL,SDG_A821_NOC_RT,XA:2109,2018,0.93
COL,SDG_A821_NOC_RT,XA:2109,2017,-0.38
COL,SDG_A821_NOC_RT,XA:2109,2016,1.37
COL,SDG_A821_NOC_RT,XA:2109,2015,0.52
COL,SDG_A821_NOC_RT,XA:2109,2014,2.06
COL,SDG_A821_NOC_RT,XA:2109,2013,3.11
COL,SDG_A821_NOC_RT,XA:2109,2012,0.25
COL,SDG_A821_NOC_RT,XA:2109,2011,2.84
COL,SDG_A821_NOC_RT,XA:2109,2010,0.01
COL,SDG_A821_NOC_RT,XA:2109,2009,-4.13
COL,SDG_A821_NOC_RT,XA:2109,2008,0.86
COL,SDG_A821_NOC_RT,XA:2109,2007,5.95
COL,SDG_A821_NOC_RT,XA:2109,2006,5.58
COL,SDG_A821_NOC_RT,XA:2109,2005,1.59
COL,SDG_A821_NOC_RT,XA:2109,2004,4.81
COL,SDG_A821_NOC_RT,XA:2109,2003,-1.07
COL,SDG_A821_NOC_RT,XA:2109,2002,1.13
COL,SDG_A821_NOC_RT,XA:2109,2001,-7.02
COL,SDG_A821_NOC_RT,XA:2109,2000,0.98
COM,SDG_A821_NOC_RT,XA:2117,2022,-0.2
COM,SDG_A821_NOC_RT,XA:2117,2021,-0.4
COM,SDG_A821_NOC_RT,XA:2117,2020,-0.58
COM,SDG_A821_NOC_RT,XA:2117,2019,-0.27
COM,SDG_A821_NOC_RT,XA:2117,2018,1.42
COM,SDG_A821_NOC_RT,XA:2117,2017,1.31
COM,SDG_A821_NOC_RT,XA:2117,2016,0.59
COM,SDG_A821_NOC_RT,XA:2117,2015,-1.48
COM,SDG_A821_NOC_RT,XA:2117,2014,-1.02
COM,SDG_A821_NOC_RT,XA:2117,2013,1.15
COM,SDG_A821_NOC_RT,XA:2117,2012,-0.11
COM,SDG_A821_NOC_RT,XA:2117,2011,0.77
COM,SDG_A821_NOC_RT,XA:2117,2010,0.38
COM,SDG_A821_NOC_RT,XA:2117,2009,-0.15
COM,SDG_A821_NOC_RT,XA:2117,2008,0.46
COM,SDG_A821_NOC_RT,XA:2117,2007,-2.58
COM,SDG_A821_NOC_RT,XA:2117,2006,-0.87
COM,SDG_A821_NOC_RT,XA:2117,2005,-0.75
COM,SDG_A821_NOC_RT,XA:2117,2004,-0.83
COM,SDG_A821_NOC_RT,XA:2117,2003,0.11
COM,SDG_A821_NOC_RT,XA:2117,2002,0.87
COM,SDG_A821_NOC_RT,XA:2117,2001,0.97
COM,SDG_A821_NOC_RT,XA:2117,2000,9.18
CPV,SDG_A821_NOC_RT,XA:2125,2022,0.57
CPV,SDG_A821_NOC_RT,XA:2125,2021,2.25
CPV,SDG_A821_NOC_RT,XA:2125,2020,-8.38
CPV,SDG_A821_NOC_RT,XA:2125,2019,0.67
CPV,SDG_A821_NOC_RT,XA:2125,2018,9.46
CPV,SDG_A821_NOC_RT,XA:2125,2017,2.23
CPV,SDG_A821_NOC_RT,XA:2125,2016,3.1
CPV,SDG_A821_NOC_RT,XA:2125,2015,-0.61
CPV,SDG_A821_NOC_RT,XA:2125,2014,-1.09
CPV,SDG_A821_NOC_RT,XA:2125,2013,-0.94
CPV,SDG_A821_NOC_RT,XA:2125,2012,-0.7
CPV,SDG_A821_NOC_RT,XA:2125,2011,2
CPV,SDG_A821_NOC_RT,XA:2125,2010,-0.83
CPV,SDG_A821_NOC_RT,XA:2125,2009,-3.65
CPV,SDG_A821_NOC_RT,XA:2125,2008,3.97
CPV,SDG_A821_NOC_RT,XA:2125,2007,11.99
CPV,SDG_A821_NOC_RT,XA:2125,2006,4.98
CPV,SDG_A821_NOC_RT,XA:2125,2005,3.9
CPV,SDG_A821_NOC_RT,XA:2125,2004,6.89
CPV,SDG_A821_NOC_RT,XA:2125,2003,1.03
CPV,SDG_A821_NOC_RT,XA:2125,2002,1.93
CPV,SDG_A821_NOC_RT,XA:2125,2001,-0.93
CPV,SDG_A821_NOC_RT,XA:2125,2000,10.56
